,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
120,86,Jevon Carter,PG,28,CHI,67,0,13.7,1.9,4.9,.385,1.0,3.1,.337,0.8,1.8,.471,.492,0.1,0.1,.571,0.1,0.7,0.8,1.2,0.5,0.2,0.5,1.0,4.9,2024
121,87,Wendell Carter Jr.,C,24,ORL,46,40,25.8,4.1,7.7,.527,1.1,2.9,.373,3.0,4.8,.620,.597,1.8,2.6,.689,2.0,4.9,6.9,1.7,0.6,0.5,1.3,2.1,11.0,2024
122,88,D.J. Carton,SG,23,TOR,4,0,9.0,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,1.0,1.3,.800,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,2024
123,89,Alex Caruso,SG,29,CHI,65,51,28.1,3.5,7.6,.465,1.8,4.6,.395,1.7,3.0,.573,.585,1.1,1.4,.761,0.9,2.9,3.8,3.2,1.6,1.0,1.4,2.6,10.0,2024
124,90,Colin Castleton,C,23,LAL,9,0,4.3,0.8,1.1,.700,0.0,0.0,,0.8,1.1,.700,.700,0.4,0.4,1.000,0.4,0.6,1.0,0.3,0.0,0.0,0.1,0.8,2.0,2024
125,91,Malcolm Cazalon,SG,22,DET,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
126,92,Julian Champagnie,SF,22,SAS,66,51,18.2,2.0,5.0,.398,1.3,3.5,.366,0.7,1.5,.474,.527,0.9,1.1,.817,0.6,2.0,2.6,1.2,0.6,0.5,0.7,1.0,6.1,2024
127,93,Justin Champagnie,SF,22,WAS,10,1,15.1,2.0,5.0,.400,1.0,3.2,.313,1.0,1.8,.556,.500,1.0,1.2,.833,1.1,1.8,2.9,1.2,0.6,0.6,0.9,1.2,6.0,2024
128,94,Max Christie,SG,20,LAL,60,7,15.1,1.6,3.7,.435,0.7,1.8,.367,1.0,1.9,.500,.525,0.6,0.7,.773,0.2,2.0,2.2,0.9,0.3,0.3,0.6,0.9,4.5,2024
129,95,Sidy Cissoko,SF,19,SAS,6,0,5.3,0.2,1.0,.167,0.0,0.7,.000,0.2,0.3,.500,.167,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.5,0.0,0.2,0.3,1.0,2024
130,96,Brandon Clarke,PF,27,MEM,1,0,21.0,3.0,7.0,.429,0.0,1.0,.000,3.0,6.0,.500,.429,0.0,1.0,.000,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,6.0,2024
131,97,Jordan Clarkson,SG,31,UTA,55,19,30.6,6.1,14.8,.413,1.7,5.6,.294,4.5,9.2,.485,.469,3.2,3.7,.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,2024
132,98,Nic Claxton,C,24,BRK,64,64,29.9,5.3,8.4,.627,0.0,0.1,.200,5.2,8.3,.631,.628,1.6,2.8,.575,2.8,7.2,9.9,2.1,0.7,2.0,1.2,2.5,12.1,2024
133,99,Noah Clowney,PF,19,BRK,15,0,9.9,1.1,2.5,.447,0.3,1.1,.250,0.9,1.5,.591,.500,0.5,0.7,.700,0.7,1.3,2.0,0.6,0.2,0.2,0.4,0.7,3.0,2024
134,100,Amir Coffey,SF,26,LAC,61,11,19.7,2.2,4.4,.504,1.0,2.3,.417,1.3,2.1,.597,.612,0.8,0.9,.875,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,6.2,2024
135,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
136,101,John Collins,PF,26,UTA,68,66,28.0,5.8,11.0,.532,1.3,3.4,.371,4.6,7.6,.605,.590,2.2,2.7,.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,2024
137,102,Zach Collins,C,26,SAS,61,27,22.4,4.2,8.8,.480,0.8,2.6,.304,3.4,6.1,.556,.526,1.7,2.3,.741,1.7,3.5,5.1,2.9,0.5,0.7,2.0,3.1,11.0,2024
138,103,Mike Conley,PG,36,MIN,68,68,28.9,3.8,8.4,.452,2.3,5.2,.431,1.5,3.2,.486,.586,1.3,1.5,.901,0.5,2.4,2.9,6.0,1.1,0.2,1.2,1.7,11.2,2024
139,104,Pat Connaughton,SF,31,MIL,67,2,21.7,2.0,4.4,.459,1.1,3.0,.373,0.9,1.4,.648,.587,0.5,0.7,.756,0.6,2.5,3.1,2.0,0.5,0.2,0.6,1.2,5.6,2024
140,105,Bilal Coulibaly,SF,19,WAS,63,15,27.2,3.0,6.9,.435,1.0,2.9,.346,2.0,3.9,.502,.509,1.5,2.1,.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,2024
141,106,Ricky Council IV,SG,22,PHI,26,0,9.0,1.8,3.8,.480,0.3,1.0,.333,1.5,2.7,.535,.526,1.9,2.6,.735,0.5,1.1,1.6,0.4,0.1,0.0,0.2,0.5,5.9,2024
142,107,Robert Covington,SF-PF,33,TOT,29,6,16.8,1.5,3.4,.439,0.7,1.9,.339,0.8,1.4,.571,.536,0.8,0.9,.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4,2024
143,107,Robert Covington,PF,33,LAC,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0,2024
144,107,Robert Covington,SF,33,PHI,26,3,16.1,1.5,3.4,.449,0.7,1.8,.354,0.9,1.6,.561,.545,0.8,0.9,.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5,2024
145,108,Torrey Craig,SF,33,CHI,45,13,20.5,2.2,5.1,.434,1.2,3.2,.387,1.0,1.9,.512,.555,0.6,0.7,.758,1.4,2.8,4.1,1.2,0.6,0.4,0.6,2.2,6.2,2024
146,109,Jae Crowder,PF,33,MIL,42,23,23.5,2.4,5.3,.448,1.2,3.3,.372,1.2,2.0,.570,.563,0.4,0.6,.692,0.5,2.7,3.3,1.4,0.8,0.2,0.4,1.7,6.4,2024
147,110,Jalen Crutcher,PG,24,NOP,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
148,111,Cade Cunningham,PG,22,DET,61,61,33.4,8.4,18.8,.446,1.9,5.4,.350,6.5,13.3,.485,.497,3.8,4.4,.868,0.5,3.8,4.3,7.5,0.9,0.3,3.4,2.5,22.4,2024
149,112,Seth Curry,SG,33,TOT,44,4,14.0,1.8,4.6,.392,0.9,2.5,.352,1.0,2.2,.438,.485,0.6,0.7,.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1,2024
150,112,Seth Curry,SG,33,DAL,36,3,12.7,1.5,4.0,.372,0.8,2.2,.363,0.7,1.8,.385,.472,0.5,0.5,.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3,2024
151,112,Seth Curry,SG,33,CHO,8,1,19.9,3.3,7.4,.441,1.1,3.5,.321,2.1,3.9,.548,.517,1.4,1.5,.917,0.4,1.6,2.0,1.8,0.6,0.4,0.6,0.9,9.0,2024
152,113,Stephen Curry,PG,35,GSW,67,67,32.7,8.8,19.6,.448,4.8,12.0,.402,4.0,7.6,.520,.570,4.1,4.5,.923,0.5,3.8,4.4,5.0,0.7,0.3,2.8,1.6,26.5,2024
153,114,Dyson Daniels,PG,20,NOP,52,15,21.9,2.2,4.9,.438,0.6,2.1,.291,1.5,2.8,.548,.500,0.6,1.0,.640,1.0,2.7,3.7,2.6,1.4,0.4,1.0,1.6,5.5,2024
154,115,Anthony Davis,C,30,LAL,69,69,35.9,9.4,17.1,.553,0.4,1.3,.286,9.1,15.8,.575,.564,5.4,6.7,.816,3.2,9.5,12.7,3.6,1.2,2.4,2.0,2.3,24.7,2024
155,116,Johnny Davis,SG,21,WAS,43,2,11.1,1.1,3.0,.357,0.2,0.7,.250,0.9,2.3,.392,.388,0.2,0.3,.600,0.4,1.0,1.3,0.6,0.3,0.2,0.2,0.9,2.5,2024
156,117,JD Davison,SG,21,BOS,6,0,1.8,0.3,0.5,.667,0.3,0.5,.667,0.0,0.0,,1.000,0.3,0.3,1.000,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.2,1.3,2024
157,118,Dexter Dennis,SG,24,DAL,4,0,7.5,2.5,4.8,.526,0.3,2.0,.125,2.3,2.8,.818,.553,0.3,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,2024
158,119,DeMar DeRozan,SF,34,CHI,72,72,37.6,7.9,16.7,.475,0.9,2.8,.327,7.0,13.8,.506,.503,6.6,7.7,.859,0.6,3.8,4.4,5.2,1.1,0.6,1.5,2.1,23.4,2024
159,120,Moussa Diabaté,C,22,LAC,11,0,5.8,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,.526,0.8,1.3,.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,2024
160,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
161,121,Mamadi Diakite,PF,27,TOT,5,0,4.8,0.8,1.2,.667,0.0,0.2,.000,0.8,1.0,.800,.667,0.8,1.2,.667,0.2,0.6,0.8,0.4,0.2,0.2,0.2,0.4,2.4,2024
162,121,Mamadi Diakite,PF,27,SAS,3,0,5.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,2.0,.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0,2024
163,121,Mamadi Diakite,PF,27,NYK,2,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,2024
164,122,Hamidou Diallo,SG,25,WAS,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,2024
165,123,Gradey Dick,SG,20,TOR,52,11,19.8,2.8,6.7,.423,1.3,3.7,.361,1.5,3.0,.500,.523,0.6,0.7,.892,0.5,1.6,2.0,1.3,0.5,0.0,0.8,1.4,7.7,2024
166,124,Ousmane Dieng,PF,20,OKC,31,0,11.0,1.4,3.4,.413,0.6,2.2,.299,0.7,1.2,.622,.510,0.5,0.5,.875,0.3,1.3,1.6,1.1,0.2,0.1,0.5,0.6,3.9,2024
167,125,Spencer Dinwiddie,PG,30,TOT,68,51,29.0,3.5,8.9,.389,1.6,5.0,.329,1.8,3.9,.466,.482,2.3,2.9,.790,0.4,2.3,2.8,5.0,0.7,0.3,1.2,1.9,10.8,2024
168,125,Spencer Dinwiddie,PG,30,BRK,48,48,30.7,4.1,10.4,.391,1.9,5.8,.320,2.2,4.6,.480,.480,2.6,3.3,.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6,2024
169,125,Spencer Dinwiddie,PG,30,LAL,20,3,24.9,2.0,5.3,.381,1.2,3.1,.371,0.9,2.2,.395,.490,1.5,1.8,.829,0.1,1.4,1.5,2.7,0.5,0.5,1.1,2.1,6.6,2024
170,126,Donte DiVincenzo,SG,27,NYK,72,54,27.8,5.3,12.0,.443,3.4,8.5,.402,1.9,3.5,.539,.585,1.0,1.3,.729,0.8,2.8,3.6,2.6,1.3,0.4,1.3,2.0,15.0,2024
171,127,Luka Dončić,PG,24,DAL,64,64,37.4,11.5,23.5,.487,3.9,10.3,.376,7.6,13.2,.573,.569,7.0,8.9,.785,0.8,8.3,9.1,9.8,1.5,0.5,4.0,2.1,33.8,2024
172,128,Luguentz Dort,SF,24,OKC,71,71,28.5,3.6,8.2,.439,2.0,4.9,.399,1.6,3.3,.500,.559,1.5,1.8,.848,1.0,2.7,3.7,1.4,0.9,0.6,0.9,3.0,10.7,2024
173,129,Ayo Dosunmu,SG,24,CHI,72,33,28.7,4.6,9.3,.499,1.5,3.9,.399,3.1,5.4,.569,.581,1.1,1.3,.814,0.7,2.1,2.8,3.1,0.8,0.5,1.3,2.1,11.9,2024
174,130,Jeff Dowtin,PG,26,PHI,6,0,13.5,1.8,3.2,.579,1.2,2.3,.500,0.7,0.8,.800,.763,0.3,0.3,1.000,0.2,1.5,1.7,2.7,0.7,0.2,0.5,0.0,5.2,2024
175,131,Henri Drell,SF,23,CHI,1,0,3.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2024
176,132,Andre Drummond,C,30,CHI,74,10,17.0,3.3,6.1,.551,0.0,0.0,.000,3.3,6.0,.555,.551,1.6,2.8,.592,3.3,5.5,8.8,0.5,0.9,0.6,1.0,1.7,8.3,2024
177,133,Chris Duarte,SF,26,SAC,53,11,13.0,1.5,3.8,.385,0.8,2.2,.353,0.7,1.5,.432,.490,0.5,0.6,.788,0.5,1.4,1.9,0.8,0.5,0.2,0.4,1.4,4.2,2024
178,134,Kris Dunn,PG,29,UTA,63,32,18.7,2.2,4.7,.476,0.7,1.7,.387,1.6,3.0,.526,.546,0.3,0.4,.680,0.7,2.1,2.8,3.8,1.0,0.4,1.2,2.0,5.4,2024
179,135,Kevin Durant,PF,35,PHO,67,67,37.1,10.1,19.1,.530,2.2,5.3,.425,7.9,13.9,.570,.589,5.1,5.9,.854,0.5,6.2,6.7,5.2,0.9,1.3,3.3,1.7,27.6,2024
180,136,Jalen Duren,C,20,DET,56,55,29.7,5.8,9.3,.629,0.0,0.1,.000,5.8,9.2,.633,.629,2.3,2.9,.778,3.3,8.7,12.0,2.5,0.5,0.8,2.1,3.3,13.9,2024
181,137,Tari Eason,PF,22,HOU,22,0,21.8,4.0,8.6,.466,0.8,2.3,.360,3.2,6.3,.504,.513,1.0,1.5,.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8,2024
182,138,Anthony Edwards,SG,22,MIN,70,69,35.2,9.2,19.9,.463,2.5,6.7,.367,6.8,13.2,.512,.525,5.3,6.3,.829,0.6,4.9,5.5,5.2,1.3,0.6,3.1,1.8,26.2,2024
183,139,Kessler Edwards,SF,23,SAC,47,0,5.0,0.6,1.5,.423,0.4,0.9,.386,0.3,0.6,.481,.542,0.1,0.1,.667,0.2,0.6,0.8,0.2,0.2,0.1,0.1,0.5,1.7,2024
184,140,Keon Ellis,SG,24,SAC,48,12,15.5,1.6,3.5,.462,1.0,2.6,.395,0.6,0.9,.644,.607,0.3,0.5,.667,0.4,1.4,1.8,1.4,0.8,0.5,0.5,1.7,4.6,2024
185,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
186,141,Joel Embiid,C,29,PHI,34,34,34.0,11.8,22.2,.533,1.2,3.3,.366,10.6,18.9,.562,.560,10.5,11.9,.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3,2024
187,142,Drew Eubanks,C,26,PHO,68,5,15.7,2.1,3.4,.623,0.0,0.0,1.000,2.1,3.4,.618,.630,1.0,1.3,.770,1.4,2.9,4.3,0.9,0.4,0.9,0.9,1.5,5.3,2024
188,143,Tosan Evbuomwan,SF,22,TOT,14,5,19.7,1.9,4.0,.464,0.6,1.9,.346,1.2,2.1,.567,.545,0.9,1.4,.650,1.0,2.4,3.4,0.7,0.2,0.1,0.5,1.4,5.3,2024
189,143,Tosan Evbuomwan,SF,22,MEM,4,0,18.5,1.0,3.8,.267,0.5,2.0,.250,0.5,1.8,.286,.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5,2024
190,143,Tosan Evbuomwan,SF,22,DET,10,5,20.2,2.2,4.1,.537,0.7,1.8,.389,1.5,2.3,.652,.622,1.3,2.0,.650,0.6,2.7,3.3,0.4,0.3,0.1,0.6,1.5,6.4,2024
191,144,Dante Exum,PG,28,DAL,47,15,19.3,3.0,5.6,.544,1.0,1.9,.500,2.1,3.7,.566,.629,1.1,1.4,.773,0.4,2.1,2.6,2.8,0.4,0.1,0.9,1.6,8.1,2024
192,145,Bruno Fernando,C,25,ATL,36,1,13.8,2.3,3.8,.591,0.0,0.1,.000,2.3,3.7,.609,.591,1.1,1.8,.651,1.4,2.9,4.3,0.8,0.6,0.7,0.9,2.1,5.6,2024
193,146,Dorian Finney-Smith,PF,30,BRK,64,52,28.5,3.2,7.7,.420,1.8,5.1,.352,1.4,2.6,.554,.537,0.5,0.7,.727,1.6,3.1,4.7,1.6,0.8,0.6,0.8,2.2,8.7,2024
194,147,Adam Flagler,SG,24,OKC,1,0,6.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
195,148,Malachi Flynn,PG,25,TOT,61,0,11.8,1.6,3.9,.410,0.7,2.1,.344,0.9,1.8,.491,.504,0.6,0.8,.750,0.3,1.3,1.6,1.7,0.5,0.1,0.8,0.9,4.5,2024
196,148,Malachi Flynn,PG,25,TOR,31,0,15.3,1.8,4.4,.409,0.9,2.6,.350,0.9,1.8,.491,.511,0.5,0.7,.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1,2024
197,148,Malachi Flynn,PG,25,NYK,14,0,4.3,0.6,1.6,.391,0.3,0.9,.308,0.4,0.7,.500,.478,0.6,0.8,.818,0.0,0.4,0.4,0.4,0.1,0.0,0.2,0.2,2.2,2024
198,148,Malachi Flynn,PG,25,DET,16,0,11.5,2.1,4.9,.418,0.8,2.4,.342,1.3,2.6,.488,.500,0.6,0.9,.667,0.4,1.3,1.8,1.4,0.6,0.1,0.8,0.6,5.6,2024
199,149,Simone Fontecchio,SF,28,TOT,66,43,24.9,3.8,8.3,.460,2.0,5.1,.401,1.8,3.2,.551,.582,0.8,1.0,.818,1.0,2.8,3.7,1.5,0.7,0.3,1.0,1.7,10.5,2024
200,149,Simone Fontecchio,SF,28,UTA,50,34,23.2,3.2,7.2,.450,1.8,4.7,.391,1.4,2.5,.560,.577,0.6,0.8,.800,1.0,2.5,3.5,1.5,0.6,0.4,1.0,1.6,8.9,2024
201,149,Simone Fontecchio,SF,28,DET,16,9,30.3,5.7,11.9,.479,2.7,6.3,.426,3.0,5.6,.539,.592,1.4,1.6,.846,0.8,3.6,4.4,1.8,0.9,0.3,1.1,1.8,15.4,2024
202,150,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,2024
203,151,Trent Forrest,SG,25,ATL,35,0,10.9,0.9,2.3,.366,0.1,0.3,.200,0.8,2.1,.389,.378,0.4,0.5,.813,0.3,1.0,1.3,2.4,0.3,0.1,0.5,0.7,2.1,2024
204,152,Evan Fournier,SG,31,TOT,25,0,17.4,2.4,6.7,.351,1.1,4.2,.269,1.2,2.6,.484,.435,1.0,1.2,.828,0.2,1.6,1.8,1.4,1.0,0.1,0.7,1.6,6.8,2024
205,152,Evan Fournier,SG,31,NYK,3,0,13.0,1.3,6.7,.200,0.7,5.0,.133,0.7,1.7,.400,.250,0.7,0.7,1.000,0.0,1.3,1.3,1.0,1.3,0.0,0.3,1.3,4.0,2024
206,152,Evan Fournier,SG,31,DET,22,0,18.0,2.5,6.7,.372,1.2,4.0,.292,1.3,2.7,.492,.459,1.0,1.2,.815,0.2,1.7,1.9,1.5,1.0,0.1,0.8,1.6,7.2,2024
207,153,De'Aaron Fox,PG,26,SAC,65,65,35.7,9.7,20.8,.465,2.8,7.6,.364,6.9,13.2,.523,.531,4.3,5.9,.731,1.0,3.6,4.5,5.6,2.0,0.4,2.6,2.6,26.5,2024
208,154,Javon Freeman-Liberty,PG,24,TOR,13,3,15.8,2.0,4.6,.433,0.2,1.6,.143,1.8,3.0,.590,.458,1.4,1.5,.900,0.5,2.0,2.5,1.5,0.3,0.2,0.8,1.2,5.6,2024
209,155,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,2024
210,156,Markelle Fultz,PG,25,ORL,34,16,21.4,3.5,7.4,.470,0.0,0.3,.091,3.5,7.1,.488,.472,0.5,0.8,.630,1.3,1.9,3.2,2.9,1.0,0.3,1.1,1.5,7.5,2024
211,157,Andrew Funk,SG,24,CHI,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
212,158,Wenyen Gabriel,PF,26,MEM,5,0,16.2,1.6,4.4,.364,0.2,1.2,.167,1.4,3.2,.438,.386,0.0,1.0,.000,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4,2024
213,159,Daniel Gafford,C-PF,25,TOT,66,58,24.7,4.7,6.5,.715,0.0,0.0,,4.7,6.5,.715,.715,1.8,2.5,.690,2.8,5.0,7.8,1.5,0.9,2.1,1.0,3.1,11.1,2024
214,159,Daniel Gafford,C,25,WAS,45,45,26.5,4.5,6.5,.690,0.0,0.0,,4.5,6.5,.690,.690,1.9,2.6,.706,2.9,5.1,8.0,1.5,1.0,2.2,1.0,3.3,10.9,2024
215,159,Daniel Gafford,PF,25,DAL,21,13,21.0,5.0,6.5,.766,0.0,0.0,,5.0,6.5,.766,.766,1.5,2.3,.653,2.5,4.9,7.4,1.4,0.8,1.9,0.9,2.8,11.5,2024
216,160,Danilo Gallinari,PF-SF,35,TOT,45,0,13.2,1.8,4.0,.439,0.6,2.0,.322,1.1,2.0,.556,.519,1.7,2.0,.856,0.4,1.8,2.2,1.2,0.3,0.1,0.4,1.0,5.9,2024
217,160,Danilo Gallinari,PF,35,WAS,26,0,14.8,2.2,5.0,.435,0.8,2.5,.313,1.4,2.6,.552,.511,1.8,2.2,.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0,2024
218,160,Danilo Gallinari,SF,35,DET,6,0,15.0,2.0,3.7,.545,1.2,2.0,.583,0.8,1.7,.500,.705,3.5,4.0,.875,0.3,2.0,2.3,2.0,0.3,0.3,0.2,1.5,8.7,2024
219,160,Danilo Gallinari,SF,35,MIL,13,0,9.0,0.8,2.1,.370,0.2,1.1,.143,0.6,1.0,.615,.407,0.7,0.8,.900,0.3,0.5,0.8,0.7,0.3,0.1,0.4,0.8,2.4,2024
220,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
221,161,Darius Garland,PG,24,CLE,50,50,33.3,6.6,14.8,.449,2.3,6.3,.364,4.3,8.5,.513,.527,2.7,3.2,.839,0.5,2.1,2.6,6.5,1.2,0.1,3.1,1.7,18.3,2024
222,162,Usman Garuba,PF,21,GSW,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2024
223,163,Luka Garza,C,25,MIN,20,0,5.0,1.3,2.9,.439,0.5,1.5,.310,0.8,1.4,.571,.518,0.7,0.9,.722,0.7,0.6,1.2,0.2,0.1,0.1,0.3,1.0,3.6,2024
224,164,Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
225,165,Keyonte George,PG,20,UTA,67,36,26.6,4.2,10.7,.391,1.9,5.7,.335,2.3,5.0,.455,.480,2.5,2.9,.842,0.2,2.7,2.9,4.6,0.5,0.1,2.4,1.2,12.7,2024
226,166,Paul George,PF,33,LAC,67,67,34.1,7.9,16.9,.468,3.3,8.1,.407,4.6,8.7,.524,.566,3.3,3.7,.898,0.5,4.8,5.3,3.6,1.6,0.5,2.0,2.8,22.4,2024
227,167,Taj Gibson,PF,38,TOT,17,1,10.4,0.5,1.5,.320,0.1,0.5,.125,0.4,1.0,.412,.340,0.1,0.1,1.000,0.6,1.2,1.8,0.5,0.2,0.4,0.3,1.7,1.1,2024
228,167,Taj Gibson,PF,38,NYK,16,1,10.3,0.4,1.4,.304,0.0,0.4,.000,0.4,1.1,.412,.304,0.1,0.1,1.000,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0,2024
229,167,Taj Gibson,PF,38,DET,1,0,11.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2024
230,168,Josh Giddey,SG,21,OKC,72,72,24.8,5.0,10.5,.474,1.1,3.1,.341,3.9,7.4,.529,.524,1.2,1.4,.814,1.4,4.8,6.2,4.5,0.6,0.5,2.0,1.3,12.2,2024
231,169,Harry Giles,C,25,TOT,22,0,4.5,1.0,2.3,.460,0.1,0.6,.214,0.9,1.6,.556,.490,0.3,0.6,.538,0.5,0.7,1.3,0.3,0.1,0.1,0.3,0.7,2.5,2024
232,169,Harry Giles,C,25,BRK,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,2024
233,169,Harry Giles,C,25,LAL,6,0,2.8,0.2,1.0,.167,0.0,0.5,.000,0.2,0.5,.333,.167,0.0,0.0,,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.0,0.3,2024
234,170,Shai Gilgeous-Alexander,PG,25,OKC,70,70,34.4,10.8,20.0,.540,1.3,3.5,.367,9.5,16.5,.577,.573,7.5,8.7,.871,0.9,4.7,5.6,6.3,2.1,0.9,2.2,2.5,30.4,2024
235,171,Anthony Gill,PF,31,WAS,43,0,6.7,1.0,2.1,.467,0.2,0.6,.269,0.8,1.5,.545,.505,0.5,0.6,.808,0.6,0.8,1.4,0.5,0.2,0.2,0.5,0.7,2.7,2024
236,172,Collin Gillespie,PG,24,DEN,23,0,9.7,1.3,3.0,.456,0.7,1.7,.395,0.7,1.3,.533,.566,0.3,0.5,.667,0.0,0.8,0.9,1.2,0.5,0.0,0.6,1.0,3.7,2024
237,173,Jacob Gilyard,PG,25,TOT,39,14,17.2,1.5,3.7,.411,1.3,3.1,.418,0.2,0.6,.375,.586,0.1,0.1,1.000,0.2,0.9,1.1,3.4,0.7,0.1,0.7,0.9,4.4,2024
238,173,Jacob Gilyard,PG,25,MEM,37,14,17.7,1.6,3.9,.417,1.4,3.2,.425,0.2,0.6,.375,.594,0.1,0.1,1.000,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7,2024
239,173,Jacob Gilyard,PG,25,BRK,2,0,7.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,2024
